job_title,industry,job_status,ai_impact_level,median_salary_usd,required_education,experience_required_years,job_openings_2024,projected_openings_2030,remote_work_ratio_percent,automation_risk_percent,location,gender_diversity_percent,growth_rate,risk_category
Teaching laboratory technician,Manufacturing,Decreasing,High,101623.12,High School,9,7913,5993,47.14,88.22,Australia,28.88,-24.263869581700998,High
Ship broker,Transportation,Increasing,Low,131243.3,Master’s Degree,4,8568,8252,1.43,2.14,UK,44.03,-3.6881419234360413,Low
Animal technologist,Entertainment,Increasing,Low,111228.21,Master’s Degree,12,9226,5727,45.93,53.94,Germany,36.37,-37.92542813787123,Medium
Retail manager,Retail,Increasing,Moderate,148130.24,Bachelor’s Degree,17,762,7310,61.58,2.72,USA,35.86,859.3175853018373,Low
Applications developer,Transportation,Decreasing,Moderate,142805.05,Master’s Degree,5,8562,9921,85.08,18.17,Canada,39.17,15.872459705676246,Low
Herpetologist,Retail,Increasing,Low,42194.36,Associate Degree,3,9270,5754,17.08,36.53,Germany,50.44,-37.92880258899676,Low
Magazine journalist,Healthcare,Decreasing,High,68870.39,Master’s Degree,6,3462,4819,30.31,12.64,India,70.34,39.196995956094746,Low
Water engineer,Finance,Increasing,Low,93305.94,PhD,11,324,2149,33.58,70.97,India,43.06,563.2716049382716,High
"Engineer, communications",Education,Increasing,Low,89384.02,High School,17,6070,444,91.55,0.12,Germany,47.23,-92.68533772652388,Low
"Optician, dispensing",Healthcare,Increasing,Low,149520.57,Bachelor’s Degree,0,6383,3073,87.52,31.91,Germany,30.9,-51.8564938116873,Low
"Teacher, secondary school",Healthcare,Decreasing,Moderate,40392.33,High School,2,4392,2289,31.12,15.98,India,57.7,-47.88251366120219,Low
Press sub,Finance,Increasing,Low,127094.93,Bachelor’s Degree,6,7596,1429,66.94,94.55,Canada,42.7,-81.18746708794103,High
Make,Entertainment,Increasing,Moderate,135624.68,PhD,9,7159,7607,34.35,79.71,Australia,24.96,6.257857242631652,High
Podiatrist,Finance,Decreasing,High,148364.99,High School,12,573,7013,12.83,43.99,China,24.32,1123.9092495636999,Medium
Nature conservation officer,Transportation,Increasing,Moderate,46161.73,High School,20,5564,8381,1.64,28.34,Germany,38.27,50.629043853342914,Low
"Buyer, retail",Healthcare,Decreasing,Low,43981.27,Bachelor’s Degree,5,9508,9223,96.01,1.36,Germany,69.1,-2.997475809844342,Low
Toxicologist,Healthcare,Increasing,Moderate,36377.59,Associate Degree,10,3673,5461,91.93,0.6,USA,58.78,48.679553498502585,Low
"Designer, television/film set",Entertainment,Increasing,Low,128242.47,Associate Degree,3,9307,9349,67.76,76.94,UK,51.68,0.45127323519931234,High
"Exhibitions officer, museum/gallery",Healthcare,Increasing,High,36935.43,Master’s Degree,17,8792,1886,82.25,73.37,China,31.45,-78.54868061874431,High
Mining engineer,IT,Decreasing,Moderate,98357.97,PhD,4,1885,8800,78.25,57.43,Canada,70.55,366.84350132625997,Medium
"Therapist, horticultural",Retail,Decreasing,High,61687.23,PhD,20,2378,5027,84.61,85.08,Brazil,40.82,111.39613120269134,High
Occupational hygienist,Finance,Increasing,Low,89221.27,Master’s Degree,8,1500,6625,40.32,94.26,Canada,55.06,341.66666666666663,High
Arts administrator,Transportation,Increasing,High,57041.73,PhD,17,3247,471,72.14,45.29,Germany,33.25,-85.4943024330151,Medium
Radio producer,Retail,Decreasing,Low,77336.57,PhD,15,9477,3931,52.39,13.16,Australia,68.33,-58.52062889099926,Low
Learning disability nurse,Finance,Decreasing,High,34125.1,Master’s Degree,14,1036,7179,18.51,34.36,Canada,57.41,592.953667953668,Low
Homeopath,Retail,Increasing,Moderate,89686.04,High School,16,2241,8222,28.64,48.06,China,22.99,266.88978134761265,Medium
Colour technologist,Manufacturing,Decreasing,Low,100618.92,High School,15,7144,8735,96.95,98.33,USA,51.62,22.27043673012318,High
Fisheries officer,Finance,Decreasing,Moderate,61331.5,Associate Degree,14,1501,9302,72.56,68.75,Canada,75.94,519.7201865423051,Medium
Air traffic controller,Entertainment,Decreasing,Moderate,33815.14,Associate Degree,18,4855,2943,32.7,21.73,Germany,59.13,-39.382080329557155,Low
Quality manager,Entertainment,Increasing,Moderate,132006.92,Bachelor’s Degree,10,1753,3574,54.36,17.78,Canada,52.65,103.87906446092413,Low
"Engineer, automotive",Education,Decreasing,Moderate,130048.13,High School,17,3555,2547,70.41,53.42,USA,29.53,-28.354430379746837,Medium
Investment analyst,Finance,Increasing,Low,84311.01,Bachelor’s Degree,17,3758,733,18.9,42.24,China,28.02,-80.49494411921233,Medium
Community arts worker,Retail,Decreasing,Low,90301.03,Associate Degree,16,4260,9178,53.14,64.96,Australia,21.92,115.44600938967136,Medium
Broadcast engineer,Retail,Increasing,Moderate,38312.44,Bachelor’s Degree,10,2972,5174,89.86,9.61,Canada,56.98,74.09152086137281,Low
"Designer, graphic",Finance,Increasing,High,122705.6,Associate Degree,2,5756,5315,81.62,88.83,Australia,21.35,-7.661570535093815,High
"Scientist, product/process development",Transportation,Decreasing,Low,133853.0,Master’s Degree,4,5148,6405,83.56,93.92,Australia,24.72,24.41724941724942,High
Curator,IT,Increasing,Low,108981.99,Associate Degree,1,4407,8877,52.17,31.13,Canada,29.06,101.42954390742001,Low
Financial manager,Entertainment,Increasing,Moderate,109924.72,Bachelor’s Degree,18,5631,8800,27.13,54.51,Brazil,46.26,56.27774817971941,Medium
Multimedia programmer,Education,Decreasing,Moderate,107303.19,Master’s Degree,4,1918,898,93.57,60.02,Brazil,27.45,-53.18039624608968,Medium
"Engineer, site",Retail,Increasing,Moderate,79369.64,High School,0,6678,5665,45.03,65.97,UK,63.03,-15.16921233902366,Medium
Product designer,Manufacturing,Increasing,Low,70333.05,Master’s Degree,11,3119,7414,82.01,74.38,India,67.27,137.70439243347226,High
Manufacturing systems engineer,Retail,Decreasing,Low,77387.3,Bachelor’s Degree,8,8916,2490,74.47,32.21,India,27.73,-72.07267833109017,Low
"Nurse, mental health",IT,Increasing,Low,59406.51,Master’s Degree,10,2370,8412,61.21,54.57,UK,37.12,254.93670886075947,Medium
Paramedic,Finance,Decreasing,Moderate,114999.12,Bachelor’s Degree,7,313,695,37.02,26.24,India,56.18,122.0447284345048,Low
Colour technologist,Retail,Increasing,High,30109.9,PhD,8,1633,5875,15.23,93.26,India,27.92,259.7672994488671,High
Camera operator,Retail,Increasing,High,34120.78,PhD,3,2859,9040,62.68,62.46,USA,60.98,216.19447359216508,Medium
"Education officer, community",Education,Increasing,Low,129939.32,PhD,9,5341,1955,85.93,41.61,Germany,22.25,-63.39636772140048,Medium
Fitness centre manager,Education,Increasing,Moderate,73594.46,High School,2,482,4563,19.99,49.72,USA,32.37,846.6804979253112,Medium
Associate Professor,Healthcare,Decreasing,High,137585.77,Master’s Degree,18,6202,4670,44.23,37.21,India,72.57,-24.70170912608836,Low
Actuary,IT,Decreasing,Moderate,76782.29,Master’s Degree,1,1324,7822,61.05,31.0,Germany,40.04,490.785498489426,Low
"Investment banker, operational",Finance,Increasing,Low,133446.16,High School,1,9513,826,68.83,10.79,Germany,66.64,-91.31714495952906,Low
"Engineer, aeronautical",Finance,Decreasing,High,113123.77,Associate Degree,11,4574,5579,34.05,3.28,USA,50.13,21.972015741145608,Low
Psychiatrist,Finance,Decreasing,Low,50678.91,Master’s Degree,1,6149,1007,6.93,24.3,India,26.46,-83.62335339079524,Low
"Designer, television/film set",Education,Increasing,High,91970.06,Associate Degree,3,7331,8909,27.7,32.95,Germany,47.16,21.525030691583684,Low
"Editor, magazine features",Retail,Decreasing,High,104045.85,Bachelor’s Degree,7,5347,6900,85.62,37.94,China,22.27,29.04432391995512,Low
Risk manager,Education,Decreasing,Moderate,83482.03,High School,11,2705,1588,47.08,66.61,India,74.38,-41.29390018484288,Medium
Engineering geologist,Retail,Decreasing,Low,95007.45,Bachelor’s Degree,20,1162,1007,48.85,48.03,Australia,38.3,-13.33907056798623,Medium
Careers adviser,Finance,Decreasing,Moderate,146038.73,PhD,14,7528,6732,68.78,3.85,Germany,39.46,-10.57385759829968,Low
Clinical embryologist,Education,Decreasing,Low,94259.12,High School,0,5037,9269,24.86,82.05,Canada,56.27,84.01826484018264,High
Arts administrator,IT,Decreasing,Low,78823.74,High School,16,2148,1941,93.22,33.17,Brazil,42.73,-9.636871508379889,Low
"Therapist, drama",Transportation,Increasing,Moderate,119808.76,Associate Degree,14,6808,3719,57.44,63.58,UK,57.03,-45.373090481786136,Medium
Community pharmacist,Healthcare,Decreasing,High,50318.91,High School,19,5897,4601,37.82,13.3,Canada,57.48,-21.977276581312534,Low
Community pharmacist,Entertainment,Increasing,Moderate,81759.05,PhD,12,7123,3680,30.92,44.24,UK,63.48,-48.3363751228415,Medium
Pathologist,Finance,Decreasing,Moderate,106494.43,Associate Degree,7,1318,6528,90.3,7.43,China,73.31,395.29590288315626,Low
"Designer, television/film set",Education,Decreasing,Low,97048.13,Master’s Degree,1,2114,1818,6.09,26.43,Australia,47.76,-14.00189214758751,Low
Chartered accountant,Finance,Decreasing,Low,140132.58,PhD,9,4544,5069,28.14,64.16,Germany,62.66,11.553697183098592,Medium
Insurance claims handler,Retail,Increasing,High,50323.56,PhD,1,5750,5837,18.68,6.01,China,20.6,1.5130434782608697,Low
Photographer,Education,Increasing,High,63293.47,Master’s Degree,6,1807,6218,23.7,99.1,China,33.04,244.10625345877145,High
Insurance claims handler,Transportation,Increasing,High,56105.37,Bachelor’s Degree,7,8042,7155,7.24,40.68,China,30.54,-11.02959462820194,Medium
Holiday representative,Transportation,Decreasing,High,138910.31,PhD,11,8465,6568,62.85,87.48,Brazil,36.14,-22.40992321323095,High
Tax inspector,Retail,Increasing,Low,108796.03,PhD,8,602,1555,80.53,16.05,UK,49.8,158.30564784053155,Low
Field seismologist,IT,Increasing,Moderate,51049.37,High School,15,8978,3470,84.92,79.72,India,50.58,-61.349966584985516,High
"Accountant, chartered",Transportation,Decreasing,Low,42495.48,Associate Degree,20,7791,6409,94.26,35.48,Germany,67.1,-17.73841612116545,Low
Radio broadcast assistant,IT,Decreasing,Moderate,75010.59,Master’s Degree,8,3372,873,44.38,87.26,Brazil,61.79,-74.11032028469751,High
Clinical biochemist,IT,Increasing,Low,131713.79,Associate Degree,18,9891,2884,51.15,0.04,Brazil,62.43,-70.84217975937722,Low
Air traffic controller,Entertainment,Increasing,Moderate,70762.72,Bachelor’s Degree,17,4456,5386,22.38,28.66,Brazil,31.76,20.870736086175942,Low
International aid/development worker,Finance,Decreasing,Moderate,60960.94,Master’s Degree,11,7184,780,46.43,37.74,Germany,56.05,-89.14253897550111,Low
"Producer, radio",Healthcare,Decreasing,Low,41206.45,PhD,12,2068,1978,44.95,99.16,UK,69.41,-4.352030947775629,High
"Conservator, furniture",Finance,Decreasing,Moderate,103801.99,PhD,9,8882,2629,27.33,67.78,Germany,63.02,-70.40081062823688,Medium
Contracting civil engineer,Transportation,Decreasing,Moderate,96929.7,Bachelor’s Degree,19,579,8858,23.79,41.0,Australia,47.75,1429.8791018998272,Medium
"Surveyor, building control",Education,Increasing,Moderate,108595.34,High School,6,5805,554,24.12,19.52,UK,56.56,-90.45650301464255,Low
"Engineer, materials",Retail,Decreasing,Low,61830.78,Bachelor’s Degree,3,6091,7396,17.29,61.32,USA,44.59,21.425053357412576,Medium
"Horticulturist, amenity",Entertainment,Increasing,Moderate,143813.05,Associate Degree,16,2073,3114,67.04,70.84,Canada,49.36,50.21707670043415,High
"Optician, dispensing",Transportation,Decreasing,Moderate,145597.91,High School,4,166,2565,97.58,88.3,China,73.37,1445.1807228915661,High
"Biochemist, clinical",Manufacturing,Increasing,High,121032.11,High School,15,7891,660,66.02,23.92,Brazil,65.7,-91.6360410594348,Low
Event organiser,Healthcare,Decreasing,High,86160.47,Master’s Degree,6,8815,5788,98.71,51.95,USA,69.92,-34.339194554736245,Medium
Furniture designer,Healthcare,Decreasing,Moderate,30451.39,Bachelor’s Degree,12,2671,2883,46.88,49.23,USA,69.94,7.937102208910521,Medium
Financial planner,Retail,Decreasing,Low,149760.21,Associate Degree,15,4276,2006,94.16,70.47,USA,70.78,-53.08699719363892,High
Aid worker,Retail,Increasing,Low,146272.56,PhD,6,8358,1808,57.13,28.12,USA,59.87,-78.36803062933716,Low
"Engineer, aeronautical",Manufacturing,Decreasing,High,118022.18,Bachelor’s Degree,8,8794,9102,39.2,37.87,Brazil,65.52,3.5023879918125993,Low
"Engineer, biomedical",Manufacturing,Decreasing,High,51699.79,Bachelor’s Degree,0,6071,6835,4.21,83.14,Canada,33.81,12.58441772360402,High
Manufacturing systems engineer,Manufacturing,Increasing,Moderate,93441.79,High School,15,5274,4349,67.85,71.98,UK,26.88,-17.538869927948426,High
"Engineer, materials",Healthcare,Increasing,High,55496.18,Associate Degree,4,9981,3441,15.59,18.63,Canada,21.66,-65.52449654343252,Low
"Pilot, airline",Education,Decreasing,Moderate,102262.62,High School,5,1843,345,70.23,97.34,Germany,54.64,-81.2805208898535,High
"Engineer, water",Transportation,Increasing,Low,65990.26,High School,19,6606,1368,0.49,33.82,UK,31.64,-79.291553133515,Low
Biomedical scientist,Healthcare,Decreasing,High,67045.05,Bachelor’s Degree,18,1767,351,53.22,18.31,Canada,41.82,-80.1358234295416,Low
Higher education lecturer,Education,Increasing,Low,88779.52,High School,16,6989,1619,26.93,66.08,India,63.2,-76.8350264701674,Medium
Commercial/residential surveyor,Retail,Decreasing,High,42710.81,Bachelor’s Degree,3,4467,1678,46.81,37.1,Brazil,46.24,-62.4356391314081,Low
"Engineer, technical sales",Healthcare,Decreasing,Low,134660.92,Bachelor’s Degree,7,1698,3595,52.25,24.42,UK,24.22,111.71967020023557,Low
"Scientist, water quality",Entertainment,Increasing,Low,110216.54,Bachelor’s Degree,0,7223,1957,93.22,8.74,Germany,77.13,-72.9059947390281,Low
Contracting civil engineer,Healthcare,Decreasing,Moderate,52592.8,Master’s Degree,15,6279,3127,60.18,28.51,Canada,31.71,-50.199076286032806,Low
Dispensing optician,Healthcare,Increasing,Moderate,40680.92,High School,20,8221,689,69.67,41.27,UK,27.92,-91.61902444958034,Medium
Barrister's clerk,Finance,Decreasing,High,132011.7,High School,20,8059,7417,50.43,63.86,Australia,37.65,-7.966248914257353,Medium
Sports coach,Entertainment,Decreasing,Moderate,66056.31,PhD,20,5041,9447,52.87,18.3,China,38.85,87.40329299742115,Low
Mining engineer,Manufacturing,Decreasing,Low,93509.42,Master’s Degree,9,3761,1416,43.49,93.56,Canada,25.7,-62.35043871310821,High
Financial risk analyst,IT,Decreasing,Low,75857.22,Bachelor’s Degree,14,8733,8921,4.09,24.08,China,60.15,2.152753921905416,Low
"Radiographer, therapeutic",Education,Increasing,Moderate,129002.25,PhD,7,1488,5201,61.74,71.64,Canada,67.71,249.5295698924731,High
Tourism officer,Healthcare,Decreasing,Moderate,115330.99,High School,2,8666,8469,92.3,85.15,USA,23.48,-2.273251788599123,High
Dramatherapist,Retail,Decreasing,High,119118.96,High School,20,4203,2965,73.34,4.07,Brazil,76.01,-29.45515108256008,Low
"Programmer, systems",Entertainment,Increasing,Moderate,120199.38,Bachelor’s Degree,10,7319,1267,61.2,72.92,India,30.2,-82.68889192512638,High
"Physicist, medical",Transportation,Decreasing,High,44004.37,Associate Degree,6,5176,1608,36.1,19.62,UK,20.01,-68.93353941267388,Low
Architect,Retail,Increasing,Moderate,116363.87,Associate Degree,14,9978,7936,61.15,29.46,USA,62.39,-20.465023050711565,Low
Call centre manager,Transportation,Increasing,Moderate,120636.65,Master’s Degree,6,3255,9490,60.15,17.09,USA,42.35,191.5514592933948,Low
Horticultural consultant,IT,Increasing,High,93921.79,Master’s Degree,16,756,1515,73.86,74.21,USA,72.14,100.39682539682539,High
Fisheries officer,Retail,Increasing,Moderate,71637.2,PhD,15,987,1392,28.75,31.19,Canada,64.21,41.03343465045592,Low
Child psychotherapist,Education,Decreasing,High,128772.36,PhD,9,9716,2799,8.4,46.14,India,67.63,-71.191848497324,Medium
Education administrator,Entertainment,Increasing,High,41631.91,Master’s Degree,15,661,9475,52.35,51.12,Brazil,33.25,1333.4341906202724,Medium
Diagnostic radiographer,Manufacturing,Decreasing,Low,97701.99,Master’s Degree,9,7731,768,33.13,21.45,India,38.39,-90.06596818005433,Low
Child psychotherapist,IT,Decreasing,Low,148716.14,High School,17,7148,6470,37.99,48.4,China,22.11,-9.48517067711248,Medium
Chartered certified accountant,IT,Increasing,Low,61171.13,PhD,11,403,560,63.89,36.87,Canada,36.25,38.95781637717122,Low
Museum/gallery curator,Finance,Increasing,Low,143479.83,High School,10,7212,350,30.21,60.02,Australia,57.47,-95.14697726012203,Medium
Ambulance person,IT,Increasing,High,104011.83,Master’s Degree,18,4842,5280,36.58,46.09,India,66.89,9.045848822800496,Medium
"Editor, commissioning",Transportation,Increasing,High,76413.46,Bachelor’s Degree,12,1655,7766,90.51,94.13,UK,27.02,369.24471299093653,High
Retail manager,Healthcare,Increasing,Low,62240.62,Associate Degree,20,874,6274,16.88,15.92,USA,35.79,617.8489702517163,Low
Armed forces technical officer,Transportation,Increasing,High,86043.68,High School,8,3724,5416,22.67,31.48,UK,33.05,45.435016111707846,Low
Computer games developer,Finance,Decreasing,High,78215.52,Bachelor’s Degree,5,7580,1815,35.11,66.99,China,70.55,-76.05540897097626,Medium
Graphic designer,Entertainment,Decreasing,Low,130200.51,Master’s Degree,5,861,3062,87.62,99.64,UK,20.82,255.63298490127758,High
Early years teacher,Finance,Increasing,Moderate,143830.43,Master’s Degree,5,581,1269,23.77,28.67,UK,36.5,118.41652323580034,Low
"Exhibitions officer, museum/gallery",IT,Decreasing,Moderate,110194.06,High School,8,2007,1692,87.22,70.67,Canada,36.66,-15.695067264573993,High
Information systems manager,Healthcare,Decreasing,Moderate,42352.07,Master’s Degree,7,9367,7191,25.01,67.85,UK,20.62,-23.23049001814882,Medium
Site engineer,Manufacturing,Decreasing,High,55057.31,Master’s Degree,5,270,3110,42.16,91.5,Brazil,39.31,1051.851851851852,High
Warden/ranger,Manufacturing,Increasing,Moderate,74921.8,Associate Degree,16,4804,2430,74.43,86.2,Germany,44.54,-49.41715237302248,High
"Pharmacist, hospital",IT,Decreasing,Moderate,82857.11,PhD,3,8374,1300,11.39,87.0,Australia,61.25,-84.47575829949845,High
Sports therapist,Education,Increasing,Moderate,89741.2,Master’s Degree,15,8922,6620,71.88,59.49,Germany,28.34,-25.80138982290966,Medium
Dance movement psychotherapist,Retail,Increasing,High,112128.85,Bachelor’s Degree,12,3066,3458,18.79,10.0,Australia,71.14,12.785388127853881,Low
"Accountant, chartered public finance",Finance,Decreasing,Low,101749.99,High School,7,4255,5602,10.32,66.09,Germany,72.61,31.65687426556992,Medium
